Comune;Provincia;Regione;Nome;Anno inserimento;Data e ora inserimento;Identificatore in OpenStreetMap;Longitudine;Latitudine
LATINA;LATINA;Lazio;LAT;2009;2009-11-11T11:45:38Z;281954543;12.91808;41.5411199999999
LATINA;LATINA;Lazio;LAT;2010;2010-02-26T16:26:11Z;281954320;12.91808;41.5410897
PROSSEDI;LATINA;Lazio;;2011;2011-04-17T21:09:15Z;1249053609;13.2708455999999;41.4912691999999
PROSSEDI;LATINA;Lazio;;2012;2012-01-21T13:02:26Z;1538084305;13.2702956;41.5146906
SEZZE;LATINA;Lazio;;2011;2011-09-07T21:35:37Z;1426544439;13.0795336;41.4919918
SEZZE;LATINA;Lazio;;2011;2011-09-07T21:35:37Z;1426544443;13.078989;41.4922515
FROSINONE;FROSINONE;Lazio;;2011;2011-12-09T12:35:56Z;1538084361;13.2954901;41.6113179999999
FROSINONE;FROSINONE;Lazio;FRS;2009;2009-11-11T11:45:21Z;281954101;13.28972;41.6438899999999
FROSINONE;FROSINONE;Lazio;FRS;2009;2009-11-11T11:45:29Z;281954329;13.295;41.64222
FROSINONE;FROSINONE;Lazio;FRS;2010;2010-02-26T16:26:11Z;281954561;13.2950062;41.6421989999999
GRAZZANISE;CASERTA;Campania;GRA;2009;2009-11-11T11:45:22Z;281954105;14.08348;41.0572
GRAZZANISE;CASERTA;Campania;GRA;2009;2009-11-11T11:45:37Z;281954557;14.08872;41.06002
ROCCAMONFINA;CASERTA;Campania;TEA;2009;2009-11-11T11:45:18Z;281954114;13.97167;41.29583
ROCCAMONFINA;CASERTA;Campania;TEA;2009;2009-11-11T11:45:30Z;281954325;13.97068;41.29677
ROCCAMONFINA;CASERTA;Campania;TEA;2010;2010-02-26T16:26:11Z;281954555;13.9706831;41.296742
ACERRA;CITTA' METROPOLITANA DI NAPOLI;Campania;POM;2009;2009-11-11T11:45:23Z;281954095;14.38306;40.9286099999999
ACERRA;CITTA' METROPOLITANA DI NAPOLI;Campania;POM;2009;2009-11-11T11:45:37Z;281954528;14.3835599999999;40.92819
ACERRA;CITTA' METROPOLITANA DI NAPOLI;Campania;POM;2010;2010-02-26T16:18:23Z;281954310;14.3835446;40.9282203
MASSA LUBRENSE;CITTA' METROPOLITANA DI NAPOLI;Campania;SOR;2015;2015-12-10T09:21:00Z;281954314;14.3350539;40.5824489
NAPOLI;CITTA' METROPOLITANA DI NAPOLI;Campania;NPC;2009;2009-11-11T11:45:37Z;281954531;14.28358;40.8843299999999
PISCIOTTA;SALERNO;Campania;;2013;2013-08-01T19:36:45Z;1845876122;15.2248088999999;40.1037262999999
PISCIOTTA;SALERNO;Campania;;2013;2013-08-01T19:36:45Z;2404059375;15.2239004999999;40.1029081
LUCOLI;L'AQUILA;Abruzzo;;2014;2014-03-22T19:57:36Z;2734738514;13.4169444;42.2339688
PERETO;L'AQUILA;Abruzzo;;2012;2012-11-17T20:47:19Z;2018677874;13.1772747;42.0577072
BUSSI SUL TIRINO;PESCARA;Abruzzo;;2013;2013-01-20T14:49:18Z;2121129761;13.8436992;42.2254647
PESCARA;PESCARA;Abruzzo;PES;2013;2013-06-12T12:28:21Z;281954335;14.1843064;42.4358701999999
PESCARA;PESCARA;Abruzzo;PES;2013;2013-06-12T12:28:21Z;281954558;14.1843342;42.4359108
SALLE;PESCARA;Abruzzo;Ponte freddo per telecomunicazioni;2013;2013-02-10T11:22:01Z;2148851600;13.9510048;42.1485707
CASTIGLIONE MESSER MARINO;CHIETI;Abruzzo;;2016;2016-02-14T19:18:23Z;4006157669;14.4171841999999;41.8828018999999
VASTO;CHIETI;Abruzzo;Mariradar di Punta Penna;2016;2016-01-03T08:35:57Z;3921852227;14.7150131;42.173096
CAMPOBASSO;CAMPOBASSO;Molise;;2015;2015-10-21T07:08:22Z;3796524844;14.6589639999999;41.5585293999999
CAMPOBASSO;CAMPOBASSO;Molise;;2015;2015-11-19T09:13:22Z;3844247210;14.6282194;41.5692406
CAMPOBASSO;CAMPOBASSO;Molise;;2015;2015-12-12T20:10:14Z;3889521829;14.6729115;41.5874947
CAMPOBASSO;CAMPOBASSO;Molise;;2015;2015-12-12T20:10:15Z;2724366066;14.6734095999999;41.5889548
CASACALENDA;CAMPOBASSO;Molise;;2015;2015-11-15T15:27:21Z;3837434011;14.8149877;41.7918916
CASACALENDA;CAMPOBASSO;Molise;;2015;2015-11-15T15:31:18Z;3837437464;14.8139989;41.7905465999999
CASTELMAURO;CAMPOBASSO;Molise;;2011;2011-04-20T16:12:24Z;1252570945;14.6938183;41.8332105
FOSSALTO;CAMPOBASSO;Molise;;2015;2015-12-08T19:57:44Z;3883873528;14.5864066;41.6484932999999
GUARDIALFIERA;CAMPOBASSO;Molise;;2015;2015-12-05T18:53:48Z;3878786831;14.8347484;41.8278766
GUARDIALFIERA;CAMPOBASSO;Molise;;2015;2015-12-12T19:46:43Z;3889505407;14.8502823;41.8381191
GUGLIONESI;CAMPOBASSO;Molise;;2011;2011-02-13T21:17:19Z;1151773406;14.8836907;41.8631814
GUGLIONESI;CAMPOBASSO;Molise;;2015;2015-12-15T08:41:27Z;3893050246;14.9076346;41.9179058
JELSI;CAMPOBASSO;Molise;;2015;2015-11-15T14:48:31Z;3837365077;14.7890861;41.5190332
LIMOSANO;CAMPOBASSO;Molise;;2015;2015-09-12T17:06:06Z;3740390191;14.6332235;41.6581532
LUCITO;CAMPOBASSO;Molise;;2015;2015-09-12T17:07:26Z;3740381747;14.6588118;41.7050123
MATRICE;CAMPOBASSO;Molise;;2014;2014-12-05T17:03:47Z;3220476083;14.7048783;41.6168406999999
MONTAGANO;CAMPOBASSO;Molise;;2015;2015-12-05T18:40:24Z;3878757422;14.6458078;41.6473796
MONTAGANO;CAMPOBASSO;Molise;Telecom Italia;2010;2010-08-02T07:57:06Z;843032138;14.6806842999999;41.6423534999999
MONTENERO DI BISACCIA;CAMPOBASSO;Molise;;2016;2016-01-10T15:22:51Z;3937805874;14.7809268;41.9569170999999
MONTENERO DI BISACCIA;CAMPOBASSO;Molise;;2016;2016-01-10T15:22:51Z;3937805875;14.7809703;41.9569417
MORRONE DEL SANNIO;CAMPOBASSO;Molise;;2015;2015-11-19T09:22:40Z;3844256882;14.7662045;41.7362191
MORRONE DEL SANNIO;CAMPOBASSO;Molise;;2015;2015-12-05T18:41:44Z;3878773852;14.7941524;41.7099143
PETRELLA TIFERNINA;CAMPOBASSO;Molise;;2015;2015-12-12T20:10:14Z;3889521831;14.682871;41.7161164999999
RICCIA;CAMPOBASSO;Molise;;2014;2014-11-15T18:36:28Z;3188830530;14.8369570999999;41.5273522999999
RICCIA;CAMPOBASSO;Molise;;2014;2014-11-15T18:36:29Z;3188830546;14.8369076999999;41.5275131
RICCIA;CAMPOBASSO;Molise;;2014;2014-11-15T18:36:29Z;3188830563;14.8371698999999;41.5277808
RICCIA;CAMPOBASSO;Molise;;2014;2014-11-15T18:36:29Z;3188830570;14.8374899;41.5279297
RIPALIMOSANI;CAMPOBASSO;Molise;;2015;2015-12-25T20:36:17Z;3909647900;14.6657043;41.5918764999999
SALCITO;CAMPOBASSO;Molise;;2015;2015-12-08T20:05:44Z;3883879609;14.4979663;41.7378615
SAN GIACOMO DEGLI SCHIAVONI;CAMPOBASSO;Molise;;2015;2015-12-15T08:32:46Z;3893042287;14.944817;41.9592646999999
TERMOLI;CAMPOBASSO;Molise;;2014;2014-06-07T17:53:12Z;913214849;15.0194183;41.9762793
CAGNANO VARANO;FOGGIA;Puglia;;2012;2012-02-05T18:42:26Z;288234270;15.667445;41.9226531999999
CAGNANO VARANO;FOGGIA;Puglia;;2013;2013-04-03T09:06:53Z;288234183;15.6666718;41.9228659999999
CERIGNOLA;FOGGIA;Puglia;;2010;2010-12-28T12:48:12Z;1069097469;15.9017684;41.2659156
DELICETO;FOGGIA;Puglia;;2016;2016-02-14T20:56:47Z;4006314178;15.422809;41.2384307
FOGGIA;FOGGIA;Puglia;FOG;2009;2009-11-11T11:45:22Z;281954106;15.53139;41.43083
FOGGIA;FOGGIA;Puglia;FOG;2009;2009-11-11T11:45:29Z;281954334;15.53137;41.42947
FOGGIA;FOGGIA;Puglia;ORT;2009;2009-11-11T11:45:28Z;281954566;15.78417;41.39972
ISCHITELLA;FOGGIA;Puglia;;2012;2012-09-21T17:20:31Z;288233156;15.7955877;41.9223466999999
ISCHITELLA;FOGGIA;Puglia;;2013;2013-04-03T09:06:52Z;288233320;15.7954138;41.9217125999999
MANFREDONIA;FOGGIA;Puglia;AME;2009;2009-11-11T11:45:22Z;281954107;15.8378099999999;41.4999499999999
MONTE SANT'ANGELO;FOGGIA;Puglia;;2010;2010-02-20T17:27:24Z;648277696;15.9209502999999;41.7091028999999
MOTTA MONTECORVINO;FOGGIA;Puglia;Telecom;2010;2010-05-21T21:24:15Z;743376553;15.1156821;41.5075949
PESCHICI;FOGGIA;Puglia;VIE;2009;2009-11-11T11:45:22Z;281954109;16.05111;41.91333
PESCHICI;FOGGIA;Puglia;VIE;2009;2009-11-11T11:45:28Z;281954570;16.04908;41.91286
PESCHICI;FOGGIA;Puglia;VIE;2010;2010-02-26T16:52:14Z;281954333;16.0490768999999;41.9128297
SAN GIOVANNI ROTONDO;FOGGIA;Puglia;MNL;2009;2009-11-11T11:45:28Z;281954567;15.70998;41.5379
ACQUAVIVA DELLE FONTI;CITTA' METROPOLITANA DI BARI;Puglia;;2012;2012-01-16T10:04:08Z;1592465577;16.8452047;40.9463306999999
BARI;CITTA' METROPOLITANA DI BARI;Puglia;Bar;2014;2014-05-20T17:34:13Z;281954568;16.7763202999999;41.1441735
BARI;CITTA' METROPOLITANA DI BARI;Puglia;BAR;2009;2009-11-11T11:45:30Z;281954330;16.7764446;41.1442383999999
BARI;CITTA' METROPOLITANA DI BARI;Puglia;GSM-R di RFI;2016;2016-02-16T19:04:57Z;4009872571;16.9497107999999;41.0975115
GIOIA DEL COLLE;CITTA' METROPOLITANA DI BARI;Puglia;GIO;2009;2009-11-11T11:45:21Z;281954098;16.9013099999999;40.80019
GIOIA DEL COLLE;CITTA' METROPOLITANA DI BARI;Puglia;GIO;2009;2009-11-11T11:45:36Z;281954548;16.90126;40.8012599999999
GIOIA DEL COLLE;CITTA' METROPOLITANA DI BARI;Puglia;Telecom;2012;2012-11-20T13:50:09Z;2023063162;16.9200252999999;40.8031245
GIOVINAZZO;CITTA' METROPOLITANA DI BARI;Puglia;;2009;2009-08-23T19:38:17Z;472384323;16.6724496;41.1913963
GIOVINAZZO;CITTA' METROPOLITANA DI BARI;Puglia;;2012;2012-02-05T16:50:01Z;472384334;16.6724035;41.1905105
TERLIZZI;CITTA' METROPOLITANA DI BARI;Puglia;;2011;2011-08-05T12:50:12Z;1387453002;16.5463822;41.1264641
TERLIZZI;CITTA' METROPOLITANA DI BARI;Puglia;;2011;2011-08-05T12:50:12Z;1387453005;16.5510574;41.1349692
CRISPIANO;TARANTO;Puglia;;2015;2015-12-01T17:01:43Z;3867903443;17.2417431999999;40.6057222
CRISPIANO;TARANTO;Puglia;;2016;2016-02-13T19:11:02Z;4004586691;17.2838600999999;40.5797839999999
GROTTAGLIE;TARANTO;Puglia;GRT;2013;2013-05-19T18:02:07Z;281954538;17.3997153;40.5145427
MONTEPARANO;TARANTO;Puglia;GRT;2009;2009-11-11T11:45:21Z;281954097;17.4221399999999;40.4458899999999
BRINDISI;BRINDISI;Puglia;BRD;2009;2009-11-11T11:45:30Z;281954323;18.0029265;40.6108383999999
BRINDISI;BRINDISI;Puglia;BRD;2009;2009-11-11T11:45:38Z;281954540;18.0028599999999;40.6108383999999
BRINDISI;BRINDISI;Puglia;BRD;2015;2015-05-09T17:56:18Z;281954104;18.0088505999999;40.6054719999999
GALATINA;LECCE;Puglia;;2012;2012-01-20T08:19:21Z;1598649191;18.1891117999999;40.1585621999999
LEQUILE;LECCE;Puglia;LCC;2009;2009-11-11T11:45:30Z;281954321;18.13073;40.24729
LEQUILE;LECCE;Puglia;LCC;2009;2009-11-11T11:45:38Z;281954541;18.1307;40.24842
AVIGLIANO;POTENZA;Basilicata;;2013;2013-08-29T12:20:20Z;2437004204;15.7468749;40.7610285
MELFI;POTENZA;Basilicata;;2013;2013-10-14T18:14:07Z;2496484654;15.6034004999999;40.9552006999999
CENADI;CATANZARO;Calabria;CDC;2009;2009-11-11T11:45:30Z;281954316;16.36914;38.75587
CENADI;CATANZARO;Calabria;CDC;2010;2010-02-26T15:52:54Z;281954546;16.369143;38.7558444
LAMEZIA TERME;CATANZARO;Calabria;;2014;2014-11-17T06:41:09Z;3191138788;16.3172774999999;38.9696118
LAMEZIA TERME;CATANZARO;Calabria;LMT;2009;2009-11-11T11:45:31Z;281954315;16.26499;38.90283
LAMEZIA TERME;CATANZARO;Calabria;LMT;2010;2010-02-26T15:52:54Z;281954544;16.264993;38.9028044
ANTONIMINA;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;Ripetitore;2012;2012-06-03T17:56:21Z;1775113562;16.1130850999999;38.2990424999999
REGGIO DI CALABRIA;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;RCA;2009;2009-11-11T11:45:21Z;281954099;15.65027;38.01292
REGGIO DI CALABRIA;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;RCA;2009;2009-11-11T11:45:38Z;281954532;15.64549;38.0758399999999
REGGIO DI CALABRIA;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;RCA;2010;2010-02-26T15:47:09Z;281954319;15.64549;38.0758119999999
MAZARA DEL VALLO;TRAPANI;Sicilia;;2011;2011-01-20T20:55:43Z;468412361;12.6130036;37.6697291999999
PANTELLERIA;TRAPANI;Sicilia;PAN;2009;2009-11-11T11:45:25Z;281954025;11.961;36.81136
PANTELLERIA;TRAPANI;Sicilia;PAN;2011;2011-06-14T16:46:05Z;281954264;11.9651631999999;36.8141273
PANTELLERIA;TRAPANI;Sicilia;PAN;2014;2014-02-26T13:29:24Z;281954452;11.9657749;36.8144581999999
TRAPANI;TRAPANI;Sicilia;TRP;2009;2009-11-11T11:45:24Z;281954026;12.49297;37.91433
TRAPANI;TRAPANI;Sicilia;TRP;2011;2011-06-14T16:46:09Z;281954453;12.5132235;37.8959612
CINISI;CITTA' METROPOLITANA DI PALERMO;Sicilia;PRS;2009;2009-11-11T11:45:23Z;281954086;13.10913;38.18939
CINISI;CITTA' METROPOLITANA DI PALERMO;Sicilia;PRS;2011;2011-06-14T16:46:09Z;281954521;13.07996;38.1721001
CINISI;CITTA' METROPOLITANA DI PALERMO;Sicilia;PRS;2014;2014-01-13T22:29:03Z;281954306;13.07996;38.1721
MONREALE;CITTA' METROPOLITANA DI PALERMO;Sicilia;PAL;2009;2009-11-11T11:45:20Z;281954096;13.17736;38.0342699999999
MONREALE;CITTA' METROPOLITANA DI PALERMO;Sicilia;PAL;2009;2009-11-11T11:45:31Z;281954312;13.1774299999999;38.0339499999999
MONREALE;CITTA' METROPOLITANA DI PALERMO;Sicilia;PAL;2010;2010-02-26T15:47:08Z;281954520;13.177427;38.0340058999999
CESARO';CITTA' METROPOLITANA DI MESSINA;Sicilia;RAI;2011;2011-01-07T22:43:39Z;1089468568;14.694069;37.9310213999999
CESARO';CITTA' METROPOLITANA DI MESSINA;Sicilia;RAI;2011;2011-01-07T22:43:47Z;1089468997;14.6946627;37.9309949
CESARO';CITTA' METROPOLITANA DI MESSINA;Sicilia;RAI;2011;2011-01-07T22:43:48Z;1089469071;14.6939717;37.9313387999999
CESARO';CITTA' METROPOLITANA DI MESSINA;Sicilia;RAI;2011;2011-01-07T22:43:50Z;1089469189;14.6944178;37.9314261
CESARO';CITTA' METROPOLITANA DI MESSINA;Sicilia;RAI;2011;2011-01-07T22:44:10Z;1089470752;14.694666;37.9315848999999
MILAZZO;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-04-08T13:27:47Z;2777148103;15.2385497;38.2529900999999
MILAZZO;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-04-08T13:27:51Z;1513369591;15.2384055;38.2528356999999
ROMETTA;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2013;2013-07-05T12:44:20Z;2374973212;15.4214026;38.1959171
LAMPEDUSA E LINOSA;AGRIGENTO;Sicilia;;2014;2014-09-04T09:29:43Z;2374973154;12.8653888999999;35.8612484
CASTIGLIONE DI SICILIA;CITTA' METROPOLITANA DI CATANIA;Sicilia;;2012;2012-10-16T18:36:52Z;1968778601;15.1267125999999;37.8721453
CATANIA;CITTA' METROPOLITANA DI CATANIA;Sicilia;;2011;2011-02-27T10:17:45Z;1176881698;15.0989416999999;37.491374
CATANIA;CITTA' METROPOLITANA DI CATANIA;Sicilia;;2015;2015-09-11T11:15:54Z;1176881703;15.0958047;37.4914165
CATANIA;CITTA' METROPOLITANA DI CATANIA;Sicilia;CAT;2009;2009-11-11T11:45:23Z;281954094;14.9657;37.4568799999999
CATANIA;CITTA' METROPOLITANA DI CATANIA;Sicilia;CAT;2009;2009-11-11T11:45:31Z;281954311;14.96932;37.45618
CATANIA;CITTA' METROPOLITANA DI CATANIA;Sicilia;CAT;2010;2010-02-26T15:47:09Z;281954537;14.96932;37.4561264
CATANIA;CITTA' METROPOLITANA DI CATANIA;Sicilia;CTF;2009;2009-11-11T11:45:21Z;281954100;15.06256;37.4636399999999
CATANIA;CITTA' METROPOLITANA DI CATANIA;Sicilia;CTF;2010;2010-01-10T19:05:05Z;281954318;15.0623296999999;37.4644053
CATANIA;CITTA' METROPOLITANA DI CATANIA;Sicilia;CTF;2010;2010-01-10T19:05:05Z;281954534;15.0622249;37.4644053
CATANIA;CITTA' METROPOLITANA DI CATANIA;Sicilia;SIG;2012;2012-06-11T13:51:44Z;281954093;14.9715469;37.3958299999999
CATANIA;CITTA' METROPOLITANA DI CATANIA;Sicilia;SIG;2012;2012-06-11T13:51:44Z;281954535;14.9709686;37.3959298999999
RAGUSA;RAGUSA;Sicilia;;2013;2013-05-09T22:16:02Z;2297654291;14.5474143;36.7789799999999
RAGUSA;RAGUSA;Sicilia;;2013;2013-05-09T22:16:16Z;2297654373;14.5484711;36.7779144
BUCCHERI;SIRACUSA;Sicilia;;2011;2011-03-02T03:04:56Z;1182002299;14.8211536;37.1158512
BUCCHERI;SIRACUSA;Sicilia;;2011;2011-03-02T03:04:57Z;1182002359;14.820479;37.1170297
BUCCHERI;SIRACUSA;Sicilia;;2011;2011-03-02T03:05:00Z;1182002487;14.8212250999999;37.1164701
BUCCHERI;SIRACUSA;Sicilia;;2011;2011-03-02T03:05:02Z;1182002568;14.8209385;37.1167232999999
BUCCHERI;SIRACUSA;Sicilia;;2011;2011-03-02T03:05:04Z;1182002673;14.8185299;37.1165730999999
BUCCHERI;SIRACUSA;Sicilia;;2011;2011-03-02T03:05:05Z;1182002729;14.8197569999999;37.1163324999999
BUCCHERI;SIRACUSA;Sicilia;;2011;2011-03-02T03:05:05Z;1182002739;14.820822;37.1162071999999
BUCCHERI;SIRACUSA;Sicilia;;2011;2011-03-02T03:05:05Z;1182002742;14.8192552;37.1171745999999
BUCCHERI;SIRACUSA;Sicilia;;2011;2011-03-02T03:05:05Z;1182002749;14.8289034999999;37.1267556999999
BUCCHERI;SIRACUSA;Sicilia;;2011;2011-03-02T03:05:07Z;1182002847;14.819115;37.1168886
BUCCHERI;SIRACUSA;Sicilia;;2011;2011-03-02T03:05:08Z;1182002855;14.8200682;37.1159137
LENTINI;SIRACUSA;Sicilia;ILS;2012;2012-06-18T21:31:41Z;1793692359;14.9129415;37.401291
LENTINI;SIRACUSA;Sicilia;NSY;2009;2009-11-11T11:45:39Z;281954526;14.92139;37.40028
ALGHERO;SASSARI;Sardegna;AHO;2009;2009-11-11T11:45:35Z;281954436;8.28944;40.63611
ALGHERO;SASSARI;Sardegna;ALG;2010;2010-02-20T21:57:12Z;281954259;8.24389;40.6280653
ALGHERO;SASSARI;Sardegna;ALG;2010;2010-02-20T21:57:12Z;281954434;8.24389;40.6279906999999
ALGHERO;SASSARI;Sardegna;ALG;2013;2013-02-26T17:41:48Z;281954019;8.2916424;40.6399718999999
NUORO;NUORO;Sardegna;;2014;2014-01-11T09:16:07Z;2618304029;9.3732229;40.323238
NUORO;NUORO;Sardegna;;2014;2014-01-11T09:16:07Z;2618304040;9.3731922;40.3233116999999
NUORO;NUORO;Sardegna;;2014;2014-01-11T09:16:07Z;2618304043;9.3732634;40.3233121999999
NUORO;NUORO;Sardegna;Antenne Televisive;2013;2013-08-09T12:50:50Z;2411971504;9.37250049999999;40.3227095
CAGLIARI;CAGLIARI;Sardegna;CAG;2009;2009-11-11T11:45:25Z;281954021;9.09747;39.21464
CAGLIARI;CAGLIARI;Sardegna;CAG;2009;2009-11-11T11:45:25Z;281954021;9.09747;39.21464
CAGLIARI;CAGLIARI;Sardegna;CAG;2009;2009-11-11T11:45:25Z;281954021;9.09747;39.21464
SAN NICOLO' GERREI;CAGLIARI;Sardegna;Ripetitore;2011;2011-12-08T14:25:14Z;1536670054;9.2790698;39.4983997
VILLASIMIUS;CAGLIARI;Sardegna;CAR;2009;2009-11-11T11:45:25Z;281954023;9.50916999999999;39.1116699999999
VILLASIMIUS;CAGLIARI;Sardegna;CAR;2009;2009-11-11T11:45:36Z;281954443;9.50806;39.11139
VILLASIMIUS;CAGLIARI;Sardegna;CAR;2010;2010-02-20T21:27:32Z;281954263;9.50806;39.1112401
VILLASOR;CAGLIARI;Sardegna;DEC;2009;2009-11-11T11:45:25Z;281954020;8.97417;39.36361
VILLASOR;CAGLIARI;Sardegna;DEC;2009;2009-11-11T11:45:35Z;281954437;8.96556;39.38111
ELMAS;CAGLIARI;Sardegna;CAG;2009;2009-11-11T11:45:14Z;281954260;9.05408;39.249
ELMAS;CAGLIARI;Sardegna;CAG;2009;2009-11-11T11:45:14Z;281954260;9.05408;39.249
AVIANO;PORDENONE;Friuli-Venezia Giulia;AVI;2009;2009-11-11T11:45:38Z;281954514;12.58688;46.02787
FIUME VENETO;PORDENONE;Friuli-Venezia Giulia;Ripetitore GSM/UMTS;2012;2012-09-18T13:28:24Z;424771294;12.7487229;45.9277272
MORSANO AL TAGLIAMENTO;PORDENONE;Friuli-Venezia Giulia;;2013;2013-10-10T17:37:32Z;2491378426;12.9411237;45.8298082
PORDENONE;PORDENONE;Friuli-Venezia Giulia;Torre radio;2009;2009-09-21T17:56:43Z;504468938;12.6442213999999;45.9671664999999
PRAVISDOMINI;PORDENONE;Friuli-Venezia Giulia;Cell wi-max Eolo;2013;2013-04-28T21:06:02Z;2284964559;12.6841838;45.8007347
ROVEREDO IN PIANO;PORDENONE;Friuli-Venezia Giulia;;2013;2013-03-18T22:36:23Z;2209136012;12.6019557;46.0161992999999
BAGNOLI DEL TRIGNO;ISERNIA;Molise;;2015;2015-12-25T20:34:52Z;3909644874;14.4569495;41.6994994
CERRIONE;BIELLA;Piemonte;BLA;2009;2009-11-11T11:45:35Z;281954461;8.10058;45.4942199999999
PIATTO;BIELLA;Piemonte;BTS TIM;2014;2014-08-08T08:54:06Z;3004239034;8.0878463;45.6618794999999
PIATTO;BIELLA;Piemonte;BTS TIM;2014;2014-08-08T08:54:06Z;3004239035;8.0818657;45.6657127
PIATTO;BIELLA;Piemonte;BTS TIM;2014;2014-08-08T15:29:33Z;3005115867;8.0818657;45.6657127
PIATTO;BIELLA;Piemonte;BTS Vodafone;2014;2014-08-08T08:54:06Z;3004239036;8.08794239999999;45.6624480999999
PIATTO;BIELLA;Piemonte;BTS Vodafone;2014;2014-08-08T08:54:06Z;3004239037;8.0819141;45.6657348999999
PIATTO;BIELLA;Piemonte;BTS Vodafone;2014;2014-08-08T15:29:33Z;3005115868;8.08794239999999;45.6624480999999
PIATTO;BIELLA;Piemonte;BTS Vodafone;2014;2014-08-08T15:29:33Z;3005115869;8.0819141;45.6657348999999
PIATTO;BIELLA;Piemonte;BTS Wind;2014;2014-08-08T08:54:06Z;3004239038;8.08787049999999;45.660718
POLLONE;BIELLA;Piemonte;;2011;2011-10-17T19:41:00Z;1471118034;7.9726853;45.5912894
SALUSSOLA;BIELLA;Piemonte;;2011;2011-06-27T21:54:04Z;1341727295;8.1154933;45.4365712
SALUSSOLA;BIELLA;Piemonte;BLA;2009;2009-11-11T11:45:24Z;281954031;8.12332999999999;45.46222
GALBIATE;LECCO;Lombardia;;2012;2012-10-01T09:37:38Z;1922646106;9.3748431;45.8306110999999
BREMBIO;LODI;Lombardia;COD;2009;2009-11-11T11:45:26Z;281954043;9.54116999999999;45.22626
RIMINI;RIMINI;Emilia-Romagna;RIM;2009;2009-11-11T11:45:23Z;281954089;12.506;44.07903
RIMINI;RIMINI;Emilia-Romagna;RIM;2009;2009-11-11T11:45:31Z;281954309;12.61664;44.0151699999999
RIMINI;RIMINI;Emilia-Romagna;RIM;2010;2010-02-27T09:56:16Z;281954525;12.6166432;44.0151396999999
DOMODOSSOLA;VERBANIA;Piemonte;;2013;2013-09-22T08:24:23Z;2467371909;8.2324498;46.0906366999999
GOLFO ARANCI;OLBIA-TEMPIO;Sardegna;Semaforo di G. Marconi (rovine);2013;2013-01-07T22:27:19Z;2100625471;9.6530429;40.9976879
LA MADDALENA;OLBIA-TEMPIO;Sardegna;;2015;2015-05-23T16:43:56Z;2904059186;9.44127909999999;41.2161911999999
LA MADDALENA;OLBIA-TEMPIO;Sardegna;PONTE DI CAPRERA;2015;2015-05-23T16:43:56Z;2904059185;9.4409931;41.2162397999999
OLBIA;OLBIA-TEMPIO;Sardegna;ISM;2009;2009-11-11T11:45:36Z;281954447;9.50991999999999;40.8960599999999
OLBIA;OLBIA-TEMPIO;Sardegna;SME;2009;2009-11-11T11:45:25Z;281954022;9.50229;40.89358
OLBIA;OLBIA-TEMPIO;Sardegna;SME;2009;2009-11-11T11:45:36Z;281954442;9.50118;40.8900399999999
OLBIA;OLBIA-TEMPIO;Sardegna;SME;2010;2010-02-20T21:27:33Z;281954262;9.5013095;40.8901216
PERDASDEFOGU;OGLIASTRA;Sardegna;PED;2009;2009-11-11T11:45:36Z;281954440;9.44333;39.66917
TORTOLI';OGLIASTRA;Sardegna;ARB;2009;2009-11-11T11:45:25Z;281954024;9.67867;39.9214399999999
